stock,date,action
GPC,2022-03-23,Sell
GPN,2022-03-23,Sell
GRMN,2022-03-23,Sell
GS,2022-03-23,Sell
GWW,2022-03-23,Sell
HAL,2022-03-23,Buy
HAS,2022-03-23,Sell
HBAN,2022-03-23,Sell
HCA,2022-03-23,Sell
HD,2022-03-23,Sell
HES,2022-03-23,Sell
HIG,2022-03-23,Sell
HLT,2022-03-23,Buy
HOLX,2022-03-23,Sell
HON,2022-03-23,Sell
HPE,2022-03-23,Sell
HSIC,2022-03-23,Sell
HSY,2022-03-23,Sell
ICE,2022-03-23,Sell
IDXX,2022-03-23,Sell
IEX,2022-03-23,Sell
IFF,2022-03-23,Sell
ILMN,2022-03-23,Buy
INTU,2022-03-23,Sell
IP,2022-03-23,Buy
IPG,2022-03-23,Sell
IPGP,2022-03-23,Buy
IQV,2022-03-23,Sell
ISRG,2022-03-23,Sell
ITW,2022-03-23,Sell
JCI,2022-03-23,Sell
JKHY,2022-03-23,Buy
JNJ,2022-03-23,Sell
JNPR,2022-03-23,Sell
JPM,2022-03-23,Sell
KEYS,2022-03-23,Sell
KHC,2022-03-23,Buy
KIM,2022-03-23,Sell
KMB,2022-03-23,Buy
KO,2022-03-23,Sell
L,2022-03-23,Sell
LDOS,2022-03-23,Sell
LEN,2022-03-23,Buy
LH,2022-03-23,Buy
LHX,2022-03-23,Sell
LIN,2022-03-23,Buy
LKQ,2022-03-23,Sell
LLY,2022-03-23,Sell
LMT,2022-03-23,Sell
LOW,2022-03-23,Sell
LUMN,2022-03-23,Buy
LUV,2022-03-23,Sell
LVS,2022-03-23,Sell
LW,2022-03-23,Buy
LYB,2022-03-23,Sell
LYV,2022-03-23,Sell
MA,2022-03-23,Buy
MAA,2022-03-23,Sell
MAR,2022-03-23,Sell
MAS,2022-03-23,Sell
MCD,2022-03-23,Sell
MCHP,2022-03-23,Sell
MCK,2022-03-23,Sell
MCO,2022-03-23,Sell
MDLZ,2022-03-23,Sell
MDT,2022-03-23,Sell
MET,2022-03-23,Sell
MGM,2022-03-23,Sell
MHK,2022-03-23,Buy
MKC,2022-03-23,Sell
MKTX,2022-03-23,Buy
MLM,2022-03-23,Sell
MMC,2022-03-23,Sell
MMM,2022-03-23,Buy
MNST,2022-03-23,Sell
MO,2022-03-23,Buy
MPC,2022-03-23,Sell
MPWR,2022-03-23,Sell
MRNA,2022-03-23,Sell
MRO,2022-03-23,Sell
MSCI,2022-03-23,Sell
MSFT,2022-03-23,Sell
MSI,2022-03-23,Sell
MTB,2022-03-23,Sell
MTCH,2022-03-23,Sell
MU,2022-03-23,Buy
NDAQ,2022-03-23,Sell
NDSN,2022-03-23,Sell
NEE,2022-03-23,Sell
NEM,2022-03-23,Sell
NFLX,2022-03-23,Sell
NI,2022-03-23,Sell
NKE,2022-03-23,Sell
NLOK,2022-03-23,Buy
NLSN,2022-03-23,Buy
NOC,2022-03-23,Sell
NOW,2022-03-23,Sell
NRG,2022-03-23,Buy
NSC,2022-03-23,Sell
NTAP,2022-03-23,Sell
NTRS,2022-03-23,Sell
NUE,2022-03-23,Sell
NVDA,2022-03-23,Sell
NVR,2022-03-23,Buy
NWSA,2022-03-23,Sell
NXPI,2022-03-23,Buy
ODFL,2022-03-23,Sell
OGN,2022-03-23,Buy
OKE,2022-03-23,Sell
OMC,2022-03-23,Sell
ORCL,2022-03-23,Sell
ORLY,2022-03-23,Buy
OTIS,2022-03-23,Sell
OXY,2022-03-23,Buy
PARA,2022-03-23,Buy
PAYC,2022-03-23,Sell
PAYX,2022-03-23,Sell
PBCT,2022-03-23,Sell
PEAK,2022-03-23,Buy
PEG,2022-03-23,Sell
PEP,2022-03-23,Sell
PFE,2022-03-23,Sell
PFG,2022-03-23,Sell
PGR,2022-03-23,Sell
PH,2022-03-23,Sell
PHM,2022-03-23,Buy
PKG,2022-03-23,Sell
PKI,2022-03-23,Buy
PLD,2022-03-23,Sell
PM,2022-03-23,Sell
PNC,2022-03-23,Sell
PNR,2022-03-23,Sell
PNW,2022-03-23,Buy
POOL,2022-03-23,Sell
PPG,2022-03-23,Sell
PRU,2022-03-23,Sell
PSA,2022-03-23,Sell
PTC,2022-03-23,Sell
PVH,2022-03-23,Sell
PWR,2022-03-23,Sell
PXD,2022-03-23,Sell
PYPL,2022-03-23,Buy
QCOM,2022-03-23,Sell
QRVO,2022-03-23,Sell
RCL,2022-03-23,Buy
RE,2022-03-23,Sell
REG,2022-03-23,Buy
REGN,2022-03-23,Sell
RF,2022-03-23,Sell
RHI,2022-03-23,Sell
RJF,2022-03-23,Sell
RL,2022-03-23,Buy
RMD,2022-03-23,Sell
ROK,2022-03-23,Sell
ROL,2022-03-23,Sell
ROP,2022-03-23,Sell
ROST,2022-03-23,Buy
RSG,2022-03-23,Sell
RTX,2022-03-23,Sell
SBAC,2022-03-23,Sell
SBNY,2022-03-23,Sell
SBUX,2022-03-23,Sell
SCHW,2022-03-23,Sell
SEDG,2022-03-23,Sell
SEE,2022-03-23,Sell
SIVB,2022-03-23,Sell
SJM,2022-03-23,Buy
SLB,2022-03-23,Buy
SNPS,2022-03-23,Sell
SO,2022-03-23,Sell
SPG,2022-03-23,Buy
SPGI,2022-03-23,Sell
SRE,2022-03-23,Sell
STE,2022-03-23,Sell
STT,2022-03-23,Sell
STX,2022-03-23,Sell
STZ,2022-03-23,Buy
SWK,2022-03-23,Buy
SWKS,2022-03-23,Sell
SYF,2022-03-23,Buy
SYK,2022-03-23,Sell
SYY,2022-03-23,Sell
TAP,2022-03-23,Buy
TDG,2022-03-23,Sell
TDY,2022-03-23,Sell
TECH,2022-03-23,Sell
TEL,2022-03-23,Sell
TER,2022-03-23,Sell
TFC,2022-03-23,Sell
TFX,2022-03-23,Sell
TGT,2022-03-23,Sell
TJX,2022-03-23,Sell
TMUS,2022-03-23,Buy
TRMB,2022-03-23,Sell
TROW,2022-03-23,Sell
TRV,2022-03-23,Sell
TSCO,2022-03-23,Sell
TSLA,2022-03-23,Sell
TSN,2022-03-23,Sell
TTWO,2022-03-23,Sell
TWTR,2022-03-23,Buy
TXN,2022-03-23,Sell
TXT,2022-03-23,Sell
TYL,2022-03-23,Sell
UA,2022-03-23,Sell
UAA,2022-03-23,Buy
UAL,2022-03-23,Buy
UDR,2022-03-23,Buy
UHS,2022-03-23,Sell
ULTA,2022-03-23,Buy
UNH,2022-03-23,Sell
URI,2022-03-23,Sell
USB,2022-03-23,Sell
VFC,2022-03-23,Buy
VLO,2022-03-23,Buy
VMC,2022-03-23,Buy
VNO,2022-03-23,Buy
VRSK,2022-03-23,Sell
VRSN,2022-03-23,Sell
VRTX,2022-03-23,Sell
VTR,2022-03-23,Buy
VTRS,2022-03-23,Buy
VZ,2022-03-23,Sell
WAB,2022-03-23,Buy
WAT,2022-03-23,Sell
WDC,2022-03-23,Sell
WEC,2022-03-23,Sell
WFC,2022-03-23,Sell
WHR,2022-03-23,Buy
WM,2022-03-23,Sell
WMB,2022-03-23,Buy
WMT,2022-03-23,Sell
WRB,2022-03-23,Buy
WRK,2022-03-23,Buy
WST,2022-03-23,Buy
WTW,2022-03-23,Buy
WY,2022-03-23,Sell
WYNN,2022-03-23,Buy
XEL,2022-03-23,Buy
XOM,2022-03-23,Buy
XRAY,2022-03-23,Sell
XYL,2022-03-23,Sell
YUM,2022-03-23,Sell
ZBH,2022-03-23,Sell
ZBRA,2022-03-23,Sell
ZION,2022-03-23,Sell
ZTS,2022-03-23,Sell
A,2022-03-24,Sell
AAL,2022-03-24,Sell
AAPL,2022-03-24,Sell
ABBV,2022-03-24,Buy
ABC,2022-03-24,Sell
ABMD,2022-03-24,Sell
ABT,2022-03-24,Sell
ADP,2022-03-24,Buy
ADSK,2022-03-24,Sell
AEE,2022-03-24,Sell
AES,2022-03-24,Sell
AFL,2022-03-24,Sell
AIG,2022-03-24,Sell
AIZ,2022-03-24,Sell
AKAM,2022-03-24,Sell
ALB,2022-03-24,Sell
ALGN,2022-03-24,Sell
ALK,2022-03-24,Sell
ALL,2022-03-24,Sell
ALLE,2022-03-24,Sell
AMAT,2022-03-24,Sell
AMCR,2022-03-24,Buy
AMD,2022-03-24,Sell
AME,2022-03-24,Sell
AMGN,2022-03-24,Sell
AMP,2022-03-24,Buy
AMT,2022-03-24,Sell
AMZN,2022-03-24,Sell
ANET,2022-03-24,Sell
ANSS,2022-03-24,Sell
ANTM,2022-03-24,Sell
AON,2022-03-24,Sell
AOS,2022-03-24,Sell
APH,2022-03-24,Sell
APTV,2022-03-24,Buy
ARE,2022-03-24,Sell
ATO,2022-03-24,Buy
AVB,2022-03-24,Buy
AVGO,2022-03-24,Sell
AVY,2022-03-24,Buy
AWK,2022-03-24,Buy
AXP,2022-03-24,Buy
AZO,2022-03-24,Sell
BA,2022-03-24,Sell
BAC,2022-03-24,Sell
BAX,2022-03-24,Sell
BBWI,2022-03-24,Sell
BBY,2022-03-24,Sell
BDX,2022-03-24,Sell
BF-B,2022-03-24,Sell
BIO,2022-03-24,Sell
BK,2022-03-24,Sell
BKNG,2022-03-24,Sell
BKR,2022-03-24,Buy
BLK,2022-03-24,Buy
BLL,2022-03-24,Sell
BMY,2022-03-24,Buy
BR,2022-03-24,Sell
BRK-B,2022-03-24,Sell
BRO,2022-03-24,Sell
BSX,2022-03-24,Buy
BWA,2022-03-24,Sell
BXP,2022-03-24,Sell
C,2022-03-24,Sell
CAG,2022-03-24,Buy
CAH,2022-03-24,Buy
CARR,2022-03-24,Buy
CAT,2022-03-24,Sell
CB,2022-03-24,Sell
CBRE,2022-03-24,Buy
CCI,2022-03-24,Sell
CCL,2022-03-24,Sell
CDAY,2022-03-24,Sell
CDNS,2022-03-24,Buy
CDW,2022-03-24,Sell
CE,2022-03-24,Buy
CEG,2022-03-24,Sell
CERN,2022-03-24,Buy
CF,2022-03-24,Sell
CFG,2022-03-24,Sell
CHRW,2022-03-24,Buy
CHTR,2022-03-24,Sell
CI,2022-03-24,Sell
CINF,2022-03-24,Sell
CL,2022-03-24,Sell
CMA,2022-03-24,Sell
CMCSA,2022-03-24,Sell
CME,2022-03-24,Sell
CMI,2022-03-24,Sell
CMS,2022-03-24,Sell
CNC,2022-03-24,Buy
CNP,2022-03-24,Sell
COF,2022-03-24,Buy
CPRT,2022-03-24,Sell
CRL,2022-03-24,Sell
CRM,2022-03-24,Sell
CSX,2022-03-24,Sell
CTAS,2022-03-24,Buy
CTRA,2022-03-24,Sell
CTSH,2022-03-24,Sell
CTVA,2022-03-24,Sell
CVX,2022-03-24,Buy
DGX,2022-03-24,Sell
DHR,2022-03-24,Sell
DISCK,2022-03-24,Sell
DLR,2022-03-24,Sell
DOV,2022-03-24,Sell
DOW,2022-03-24,Buy
DPZ,2022-03-24,Sell
DRE,2022-03-24,Buy
DRI,2022-03-24,Sell
DTE,2022-03-24,Sell
DUK,2022-03-24,Buy
DVA,2022-03-24,Sell
DVN,2022-03-24,Buy
DXC,2022-03-24,Buy
DXCM,2022-03-24,Sell
EA,2022-03-24,Buy
EBAY,2022-03-24,Buy
ECL,2022-03-24,Sell
ED,2022-03-24,Sell
EFX,2022-03-24,Sell
EIX,2022-03-24,Sell
EL,2022-03-24,Sell
EMN,2022-03-24,Buy
EMR,2022-03-24,Buy
EOG,2022-03-24,Buy
EPAM,2022-03-24,Sell
EQIX,2022-03-24,Sell
EQR,2022-03-24,Sell
ES,2022-03-24,Buy
ESS,2022-03-24,Buy
ETN,2022-03-24,Sell
ETR,2022-03-24,Buy
ETSY,2022-03-24,Sell
EVRG,2022-03-24,Sell
EW,2022-03-24,Buy
EXC,2022-03-24,Buy
EXPD,2022-03-24,Buy
EXPE,2022-03-24,Buy
EXR,2022-03-24,Buy
F,2022-03-24,Sell
FANG,2022-03-24,Sell
FAST,2022-03-24,Sell
FBHS,2022-03-24,Sell
FDS,2022-03-24,Buy
FDX,2022-03-24,Sell
FE,2022-03-24,Sell
FFIV,2022-03-24,Sell
FIS,2022-03-24,Sell
FISV,2022-03-24,Sell
FITB,2022-03-24,Buy
FLT,2022-03-24,Buy
FMC,2022-03-24,Buy
FOX,2022-03-24,Sell
FOXA,2022-03-24,Sell
FRC,2022-03-24,Buy
FRT,2022-03-24,Buy
FTNT,2022-03-24,Sell
FTV,2022-03-24,Buy
GD,2022-03-24,Buy
GE,2022-03-24,Sell
GILD,2022-03-24,Buy
GIS,2022-03-24,Sell
GL,2022-03-24,Sell
GLW,2022-03-24,Sell
GM,2022-03-24,Sell
GNRC,2022-03-24,Buy
GOOG,2022-03-24,Sell
GOOGL,2022-03-24,Buy
GPC,2022-03-24,Buy
GPN,2022-03-24,Sell
GRMN,2022-03-24,Buy
GWW,2022-03-24,Sell
HAL,2022-03-24,Sell
HAS,2022-03-24,Sell
HBAN,2022-03-24,Sell
HCA,2022-03-24,Buy
HD,2022-03-24,Sell
HES,2022-03-24,Buy
HIG,2022-03-24,Buy
HII,2022-03-24,Buy
HLT,2022-03-24,Buy
HOLX,2022-03-24,Buy
HON,2022-03-24,Sell
HPE,2022-03-24,Sell
HPQ,2022-03-24,Sell
HRL,2022-03-24,Sell
HSIC,2022-03-24,Buy
HST,2022-03-24,Sell
HSY,2022-03-24,Sell
HUM,2022-03-24,Sell
HWM,2022-03-24,Sell
IBM,2022-03-24,Buy
ICE,2022-03-24,Buy
IDXX,2022-03-24,Buy
IEX,2022-03-24,Sell
IFF,2022-03-24,Buy
ILMN,2022-03-24,Sell
INCY,2022-03-24,Buy
INTC,2022-03-24,Sell
INTU,2022-03-24,Sell
IPG,2022-03-24,Buy
IPGP,2022-03-24,Sell
IQV,2022-03-24,Buy
IR,2022-03-24,Buy
IRM,2022-03-24,Buy
ISRG,2022-03-24,Buy
IT,2022-03-24,Sell
ITW,2022-03-24,Buy
IVZ,2022-03-24,Buy
J,2022-03-24,Buy
JBHT,2022-03-24,Sell
JCI,2022-03-24,Buy
JKHY,2022-03-24,Sell
JNJ,2022-03-24,Buy
JNPR,2022-03-24,Buy
JPM,2022-03-24,Buy
K,2022-03-24,Sell
KEY,2022-03-24,Buy
KEYS,2022-03-24,Buy
KHC,2022-03-24,Buy
KIM,2022-03-24,Buy
KLAC,2022-03-24,Buy
KMB,2022-03-24,Buy
KMI,2022-03-24,Buy
KMX,2022-03-24,Sell
KO,2022-03-24,Sell
KR,2022-03-24,Sell
L,2022-03-24,Sell
LDOS,2022-03-24,Sell
LEN,2022-03-24,Sell
LH,2022-03-24,Sell
LHX,2022-03-24,Sell
LIN,2022-03-24,Buy
LKQ,2022-03-24,Buy
LLY,2022-03-24,Buy
LMT,2022-03-24,Sell
LNC,2022-03-24,Buy
LNT,2022-03-24,Sell
LOW,2022-03-24,Buy
LRCX,2022-03-24,Buy
LUMN,2022-03-24,Buy
LUV,2022-03-24,Buy
LVS,2022-03-24,Sell
LW,2022-03-24,Buy
LYB,2022-03-24,Sell
LYV,2022-03-24,Buy
MA,2022-03-24,Buy
MAA,2022-03-24,Buy
MAR,2022-03-24,Buy
MAS,2022-03-24,Buy
MCD,2022-03-24,Sell
MCHP,2022-03-24,Buy
MCK,2022-03-24,Sell
MDT,2022-03-24,Sell
MET,2022-03-24,Sell
MGM,2022-03-24,Sell
MHK,2022-03-24,Buy
MMC,2022-03-24,Buy
MMM,2022-03-24,Buy
MNST,2022-03-24,Sell
MO,2022-03-24,Buy
MOH,2022-03-24,Sell
MOS,2022-03-24,Sell
MPC,2022-03-24,Buy
MPWR,2022-03-24,Buy
MRK,2022-03-24,Buy
MRNA,2022-03-24,Buy
MRO,2022-03-24,Sell
MS,2022-03-24,Buy
MSCI,2022-03-24,Sell
MSFT,2022-03-24,Buy
MSI,2022-03-24,Buy
MTB,2022-03-24,Buy
MTCH,2022-03-24,Sell
MTD,2022-03-24,Sell
MU,2022-03-24,Sell
NCLH,2022-03-24,Sell
NDAQ,2022-03-24,Buy
NDSN,2022-03-24,Buy
NEE,2022-03-24,Buy
NEM,2022-03-24,Buy
NFLX,2022-03-24,Sell
NI,2022-03-24,Sell
NKE,2022-03-24,Sell
NLOK,2022-03-24,Sell
NLSN,2022-03-24,Sell
NOC,2022-03-24,Buy
NOW,2022-03-24,Buy
NRG,2022-03-24,Sell
NSC,2022-03-24,Buy
NTAP,2022-03-24,Sell
NTRS,2022-03-24,Buy
NUE,2022-03-24,Sell
NVR,2022-03-24,Buy
NWL,2022-03-24,Sell
NWS,2022-03-24,Buy
NWSA,2022-03-24,Sell
NXPI,2022-03-24,Buy
O,2022-03-24,Sell
ODFL,2022-03-24,Buy
OGN,2022-03-24,Sell
OKE,2022-03-24,Sell
OMC,2022-03-24,Sell
ORCL,2022-03-24,Sell
ORLY,2022-03-24,Sell
OTIS,2022-03-24,Buy
OXY,2022-03-24,Buy
PARA,2022-03-24,Buy
PAYC,2022-03-24,Sell
PAYX,2022-03-24,Sell
PBCT,2022-03-24,Buy
PCAR,2022-03-24,Sell
PEAK,2022-03-24,Buy
PEG,2022-03-24,Sell
PENN,2022-03-24,Buy
PEP,2022-03-24,Sell
PFE,2022-03-24,Sell
PG,2022-03-24,Buy
PGR,2022-03-24,Buy
PH,2022-03-24,Sell
PHM,2022-03-24,Buy
PKG,2022-03-24,Sell
PNR,2022-03-24,Buy
PNW,2022-03-24,Sell
POOL,2022-03-24,Buy
PPL,2022-03-24,Sell
PRU,2022-03-24,Buy
PSA,2022-03-24,Sell
PSX,2022-03-24,Buy
PVH,2022-03-24,Sell
PWR,2022-03-24,Buy
PXD,2022-03-24,Sell
PYPL,2022-03-24,Sell
QCOM,2022-03-24,Sell
QRVO,2022-03-24,Sell
RCL,2022-03-24,Buy
RE,2022-03-24,Buy
REG,2022-03-24,Sell
REGN,2022-03-24,Buy
RF,2022-03-24,Buy
RHI,2022-03-24,Buy
RJF,2022-03-24,Sell
RL,2022-03-24,Sell
RMD,2022-03-24,Buy
ROK,2022-03-24,Sell
ROL,2022-03-24,Buy
ROP,2022-03-24,Sell
ROST,2022-03-24,Sell
SBAC,2022-03-24,Sell
SBNY,2022-03-24,Buy
SBUX,2022-03-24,Sell
SCHW,2022-03-24,Sell
SEE,2022-03-24,Buy
SHW,2022-03-24,Sell
SIVB,2022-03-24,Buy
SJM,2022-03-24,Sell
SLB,2022-03-24,Sell
SNA,2022-03-24,Sell
SNPS,2022-03-24,Buy
SO,2022-03-24,Sell
SPG,2022-03-24,Buy
SPGI,2022-03-24,Buy
SRE,2022-03-24,Sell
STE,2022-03-24,Buy
STX,2022-03-24,Buy
SWK,2022-03-24,Buy
SWKS,2022-03-24,Sell
SYF,2022-03-24,Sell
SYK,2022-03-24,Sell
SYY,2022-03-24,Sell
T,2022-03-24,Buy
TAP,2022-03-24,Sell
TDG,2022-03-24,Sell
TDY,2022-03-24,Sell
TECH,2022-03-24,Sell
TEL,2022-03-24,Buy
TER,2022-03-24,Buy
TFC,2022-03-24,Buy
TFX,2022-03-24,Sell
TGT,2022-03-24,Sell
TJX,2022-03-24,Buy
TMO,2022-03-24,Sell
TMUS,2022-03-24,Sell
TPR,2022-03-24,Buy
TROW,2022-03-24,Buy
TRV,2022-03-24,Sell
TSCO,2022-03-24,Sell
TSLA,2022-03-24,Sell
TSN,2022-03-24,Buy
TT,2022-03-24,Sell
TTWO,2022-03-24,Sell
TWTR,2022-03-24,Sell
TXN,2022-03-24,Sell
TXT,2022-03-24,Buy
TYL,2022-03-24,Sell
UAA,2022-03-24,Sell
UAL,2022-03-24,Sell
UDR,2022-03-24,Sell
UHS,2022-03-24,Sell
ULTA,2022-03-24,Buy
UNP,2022-03-24,Buy
UPS,2022-03-24,Sell
URI,2022-03-24,Sell
V,2022-03-24,Sell
VFC,2022-03-24,Buy
VLO,2022-03-24,Sell
VMC,2022-03-24,Sell
VNO,2022-03-24,Sell
VTRS,2022-03-24,Buy
VZ,2022-03-24,Buy
WAB,2022-03-24,Sell
WBA,2022-03-24,Buy
WDC,2022-03-24,Buy
WELL,2022-03-24,Sell
WFC,2022-03-24,Buy
WHR,2022-03-24,Buy
WMT,2022-03-24,Sell
XOM,2022-03-24,Buy
XYL,2022-03-24,Sell
ZBRA,2022-03-24,Sell
ZTS,2022-03-24,Buy
